v	B
2053.051724	66.1384398
2052.686755	67.15848642
2052.321915	68.19115105
2051.957204	69.20124043
2051.592624	70.22354945
2051.228172	71.25410318
2050.863851	72.27973232
2050.499658	73.26861844
2050.135595	74.25643548
2049.771662	75.25858769
2049.407857	76.25266053
2049.044182	77.21673968
2048.680635	78.1174383
2048.317218	78.75779335
2047.953929	79.40427883
2047.59077	80.00012081
2047.227739	80.59859122
2046.864837	81.20225
2046.502063	81.7583554
2046.139418	82.25367387
2045.776902	82.69217275
2045.414514	83.13340043
2045.052254	83.57737546
2044.690123	83.96973479
2044.32812	84.35035083
2043.966245	84.64355682
2043.604498	84.89167702
2043.242879	85.09258199
2042.881388	85.23862638
2042.520025	85.38525971
2042.15879	85.51415873
2041.797682	85.59384545
2041.436702	85.64600471
2041.07585	85.68712922
2040.715126	85.72846005
2040.354528	85.76541653
2039.994059	85.78706453
2039.633716	85.76283158
2039.273501	85.71964208
2038.913413	85.67653002
2038.553453	85.62905283
2038.193619	85.58073381
2037.833912	85.53317594
2037.474333	85.48260346
2037.11488	85.42960532
2036.755554	85.38579493
2036.396354	85.34205353
2036.037282	85.29838102
2035.678336	85.27032077
2035.319516	85.24886542
2034.960823	85.27580553
2034.602257	85.30854104
2034.243817	85.35109336
2033.885503	85.40778305
2033.527315	85.46456035
2033.169253	85.53580337
2032.811318	85.61290246
2032.453508	85.69982681
2032.095824	85.79243605
2031.738267	85.88518252
2031.380835	85.9797484
2031.023529	86.08432997
2030.666348	86.18798868
2030.309293	86.29679702
2029.952364	86.40583167
2029.59556	86.51535754
2029.238881	86.62522578
2028.882328	86.73213077
2028.5259	86.83462725
2028.169598	86.93568148
2027.81342	87.0275582
2027.457368	87.11962198
2027.10144	87.2118732
2026.745638	87.28815226
2026.38996	87.34337244
2026.034407	87.34046448
2025.678979	87.31359978
2025.323676	87.27616791
2024.968497	87.21511382
2024.613443	87.1494164
2024.258513	87.04992765
2023.903708	86.95064191
2023.549027	86.83315556
2023.194471	86.70659929
2022.840038	86.58029744
2022.48573	86.44309975
2022.131546	86.24419464
2021.777486	85.95268429
2021.423549	85.64528849
2021.069737	85.33922103
2020.716049	85.02073965
2020.362484	84.69093176
2020.009043	84.339134
2019.655726	83.98351451
2019.302532	83.62734309
2018.949462	83.26279973
2018.596515	82.89993416
2018.243692	82.53873826
2017.890992	82.1774324
2017.538415	81.81562878
2017.185961	81.45780282
2016.833631	81.10635544
2016.481423	80.75658265
2016.129339	80.41560509
2015.777377	80.07772577
2015.425539	79.74799195
2015.073823	79.41975962
2014.72223	79.1046074
2014.370759	78.79602882
2014.019411	78.48883188
2013.668186	78.20141585
2013.317083	77.97563031
2012.966103	77.85642998
2012.615245	77.73760969
2012.264509	77.61916847
2011.913895	77.51403755
2011.563404	77.44112341
2011.213035	77.39191932
2010.862787	77.34475846
2010.512662	77.30303303
2010.162659	77.28196576
2009.812777	77.26101875
2009.463017	77.24019199
2009.113379	77.23256799
2008.763863	77.28918642
2008.414468	77.40174897
2008.065195	77.51470753
2007.716043	77.62806326
2007.367012	77.77753585
2007.018103	77.94316742
2006.669315	78.11614006
2006.320649	78.28961096
2005.972103	78.4696117
2005.623679	78.65249797
2005.275376	78.84737829
2004.927193	79.05356432
2004.579132	79.25540334
2004.231191	79.45414156
2003.883371	79.6534144
2003.535672	79.8532234
2003.188093	80.06074249
2002.840635	80.26888371
2002.493297	80.47519183
2002.14608	80.6820691
2001.798984	80.88708474
2001.452007	81.08463193
2001.105151	81.28271557
2000.758415	81.48133724
2000.411799	81.67396331
2000.065304	81.79985555
1999.718928	81.91553463
1999.372672	82.03144196
1999.026537	82.14399467
1998.680521	82.24335856
1998.334624	82.33057435
1997.988848	82.41577905
1997.643191	82.5011165
1997.297654	82.57892938
1996.952236	82.65170282
1996.606937	82.70775196
1996.261758	82.76388314
1995.916699	82.7874914
1995.571758	82.79670285
1995.226937	82.80598947
1994.882235	82.80819467
1994.537652	82.80027612
1994.193189	82.78767649
1993.848844	82.77226682
1993.504618	82.75687918
1993.16051	82.7421213
1992.816522	82.72911263
1992.472652	82.71612634
1992.128901	82.7031624
1991.785269	82.6969119
1991.441755	82.7183152
1991.098359	82.73973192
1990.755082	82.75862311
1990.411923	82.77175942
1990.068883	82.7901005
1989.725961	82.81588411
1989.383157	82.84169074
1989.040471	82.86752042
1988.697903	82.90020302
1988.355453	82.94523901
1988.013121	82.99380206
1987.670907	83.04709118
1987.32881	83.14768349
1986.986832	83.25939814
1986.644971	83.37298114
1986.303227	83.49412044
1985.961602	83.61579773
1985.620093	83.74881523
1985.278703	83.88442379
1984.937429	84.02027734
1984.596273	84.15731046
1984.255234	84.29690669
1983.914312	84.43675884
1983.573508	84.57686742
1983.23282	84.72509401
1982.89225	84.87983835
1982.551796	85.03588621
1982.211459	85.20711964
1981.871239	85.37871538
1981.531136	85.5506363
1981.19115	85.72375678
1980.85128	85.89724453
1980.511527	86.07110036
1980.17189	86.24121315
1979.83237	86.4094145
1979.492967	86.5779683
1979.153679	86.7400192
1978.814508	86.87645206
1978.475453	87.0107571
1978.136514	87.14954586
1977.797692	87.28884663
1977.458985	87.42839335
1977.120395	87.56004484
1976.78192	87.6913146
1976.443561	87.82280839
1976.105318	87.95308772
1975.767191	88.08046284
1975.42918	88.20805488
1975.091284	88.32869079
1974.753503	88.43193951
1974.415839	88.52544856
1974.078289	88.60861901
1973.740855	88.68957245
1973.403537	88.77061331
1973.066334	88.84661643
1972.729245	88.9175216
1972.392273	88.98849754
1972.055415	89.05954433
1971.718672	89.11653142
1971.382044	89.17288139
1971.045531	89.2292855
1970.709133	89.27058774
1970.37285	89.30097463
1970.036681	89.31499716
1969.700628	89.32295147
1969.364689	89.33092542
1969.028864	89.3375082
1968.693154	89.33372199
1968.357558	89.3287509
1968.022077	89.32379587
1967.68671	89.31673622
1967.351458	89.30562905
1967.016319	89.29305543
1966.681295	89.26943681
1966.346385	89.22679918
1966.011589	89.16083761
1965.676907	89.08769653
1965.342339	89.014656
1965.007884	88.94171585
1964.673544	88.85890376
1964.339317	88.76537825
1964.005204	88.67198585
1963.671205	88.5687409
1963.337319	88.44803795
1963.003547	88.32571013
1962.669888	88.20106645
1962.336343	88.02716415
1962.00291	87.82129303
1961.669592	87.59976908
1961.336386	87.37888952
1961.003294	87.15865226
1960.670315	86.93440522
1960.337448	86.69653151
1960.004695	86.45499946
1959.672055	86.21419784
1959.339528	85.96990194
1959.007113	85.71919406
1958.674812	85.45733494
1958.342623	85.18647565
1958.010546	84.88569997
1957.678582	84.57473176
1957.346731	84.26365456
1957.014992	83.95381607
1956.683366	83.64480501
1956.351852	83.33202985
1956.020451	83.01838435
1955.689161	82.70479582
1955.357984	82.38801608
1955.026919	82.07446629
1954.695966	81.76243175
1954.365125	81.46105244
1954.034396	81.19011787
1953.70378	80.93306958
1953.373274	80.68477307
1953.042881	80.43730807
1952.712599	80.19067164
1952.38243	79.9512482
1952.052371	79.7227931
1951.722425	79.5016312
1951.392589	79.28117416
1951.062866	79.06874934
1950.733253	78.88192926
1950.403753	78.7204125
1950.074363	78.58857934
1949.745085	78.51547408
1949.415917	78.46590857
1949.086861	78.42291897
1948.757916	78.38007049
1948.429082	78.34486114
1948.100359	78.32476442
1947.771747	78.32676974
1947.443246	78.36472128
1947.114855	78.410056
1946.786575	78.47580793
1946.458406	78.54367463
1946.130348	78.64042908
1945.8024	78.84411167
1945.474562	79.05527984
1945.146835	79.28642242
1944.819219	79.51838234
1944.491712	79.75116279
1944.164316	80.00484801
1943.837031	80.26671937
1943.509855	80.53907124
1943.18279	80.81242208
1942.855834	81.09110344
1942.528989	81.39026839
1942.202254	81.69084753
1941.875628	82.01418471
1941.549112	82.34644053
1941.222707	82.68229279
1940.89641	83.02055919
1940.570224	83.36027929
1940.244147	83.70330499
1939.91818	84.04910584
1939.592322	84.39568152
1939.266574	84.74267617
1938.940935	85.0911715
1938.615405	85.43515936
1938.289985	85.78023432
1937.964674	86.08739737
1937.639472	86.36451223
1937.314379	86.64027998
1936.989395	86.90355747
1936.664521	87.16767066
1936.339755	87.42944475
1936.015098	87.68047665
1935.69055	87.92891454
1935.366111	88.16923757
1935.04178	88.41025597
1934.717559	88.63011473
1934.393445	88.83253548
1934.069441	89.02422092
1933.745545	89.16584526
1933.421757	89.30334134
1933.098078	89.43005863
1932.774507	89.54963325
1932.451045	89.66941049
1932.127691	89.7747944
1931.804445	89.8764076
1931.481307	89.94927474
1931.158277	90.01821364
1930.835355	90.08722788
1930.512541	90.14639064
1930.189835	90.19581683
1929.867237	90.2141716
1929.544747	90.22304778
1929.222365	90.2314839
1928.90009	90.23205143
1928.577923	90.23262765
1928.255863	90.23049955
1927.933911	90.22533542
1927.612067	90.21926816
1927.29033	90.20785209
1926.9687	90.19624642
1926.647178	90.18328913
1926.325763	90.16882818
1926.004455	90.15431998
1925.683254	90.1470648
1925.362161	90.13981475
1925.041175	90.13392678
1924.720295	90.12935666
1924.399523	90.12532021
1924.078857	90.12612542
1923.758298	90.12790301
1923.437846	90.131589
1923.117501	90.13631826
1922.797263	90.1410505
1922.477131	90.15011073
1922.157105	90.16371427
1921.837187	90.18971652
1921.517374	90.21830357
1921.197669	90.24690514
1920.878069	90.28062725
1920.558576	90.31456733
1920.239189	90.3520484
1919.919908	90.39087896
1919.600734	90.42980053
1919.281665	90.47296931
1918.962703	90.51359073
1918.643846	90.55459312
1918.325096	90.59610567
1918.006451	90.63557692
1917.687913	90.67206309
1917.36948	90.70856761
1917.051152	90.74492224
1916.732931	90.78105892
1916.414815	90.81605482
1916.096805	90.84772778
1915.7789	90.87646389
1915.461101	90.90452011
1915.143407	90.93174654
1914.825818	90.9589086
1914.508335	90.9797659
1914.190957	90.99200227
1913.873684	90.98420952
1913.556517	90.97643196
1913.239454	90.96866957
1912.922497	90.95485601
1912.605644	90.94015117
1912.288897	90.91813029
1911.972254	90.89598396
1911.655716	90.87385212
1911.339283	90.84298272
1911.022955	90.80867972
1910.706732	90.76968053
1910.390613	90.72777863
1910.074598	90.67775774
1909.758689	90.6235312
1909.442883	90.56934775
1909.127183	90.51284967
1908.811586	90.4514866
1908.496094	90.38794282
1908.180706	90.3183656
1907.865422	90.24838271
1907.550243	90.17664966
1907.235167	90.10117083
1906.920196	90.02499283
1906.605329	89.94610489
1906.290565	89.86843302
1905.975906	89.79223052
1905.66135	89.71609685
1905.346899	89.64003193
1905.032551	89.56336935
1904.718306	89.48710264
1904.404166	89.41256986
1904.090129	89.33810417
1903.776195	89.26372
1903.462365	89.19115183
1903.148639	89.1179413
1902.835016	89.04557028
1902.521496	88.97441119
1902.208079	88.91312202
1901.894766	88.85288135
1901.581556	88.79268486
1901.268449	88.73393533
1900.955445	88.67986115
1900.642545	88.63098952
1900.329747	88.58428069
1900.017052	88.5375995
1899.70446	88.49231436
1899.391971	88.45245998
1899.079585	88.41269699
1898.767301	88.38011716
1898.45512	88.35978299
1898.143042	88.34392476
1897.831066	88.32807937
1897.519193	88.3122468
1897.207422	88.30113428
1896.895754	88.29329517
1896.584188	88.28661585
1896.272725	88.27994783
1895.961364	88.27909379
1895.650105	88.28538375
1895.338948	88.2964611
1895.027893	88.30908815
1894.71694	88.32347971
1894.40609	88.34157291
1894.095341	88.35967509
1893.784695	88.37778625
1893.47415	88.39617878
1893.163707	88.41717193
1892.853366	88.4439278
1892.543126	88.47069491
1892.232989	88.49747327
1891.922952	88.5265346
1891.613018	88.56056452
1891.303185	88.59450855
1890.993453	88.62695616
1890.683823	88.6602739
1890.374294	88.69399983
1890.064867	88.7277415
1889.755541	88.76149892
1889.446316	88.79392761
1889.137192	88.82593335
1888.82817	88.85811649
1888.519248	88.88916037
1888.210428	88.91831835
1887.901708	88.94898631
1887.59309	88.97821126
1887.284572	89.0063342
1886.976155	89.03422299
1886.667839	89.06277096
1886.359624	89.09133906
1886.051509	89.11992729
1885.743496	89.14844909
1885.435582	89.17185871
1885.127769	89.19403865
1884.820057	89.216237
1884.512445	89.23828551
1884.204934	89.25352905
1883.897522	89.26907988
1883.590211	89.28459472
1883.283001	89.29696247
1882.97589	89.30628709
1882.66888	89.31561607
1882.36197	89.32494943
1882.05516	89.33428716
1881.74845	89.34356789
1881.441839	89.35046604
1881.135329	89.35736823
1880.828919	89.36169549
1880.522608	89.3555015
1880.216397	89.34853746
1879.910286	89.34216556
1879.604274	89.3352948
1879.298362	89.32152245
1878.99255	89.30429573
1878.686837	89.28707764
1878.381224	89.2698682
1878.07571	89.25175681
1877.770295	89.22721816
1877.46498	89.20113403
1877.159764	89.17506243
1876.854647	89.14414367
1876.549629	89.11188794
1876.244711	89.0764214
1875.939891	89.03858088
1875.635171	88.98163326
1875.33055	88.9131595
1875.026027	88.8447584
1874.721604	88.77642988
1874.417279	88.70817384
1874.113053	88.63591942
1873.808926	88.55643184
1873.504897	88.47279061
1873.200967	88.38686388
1872.897136	88.30148368
1872.593403	88.21431785
1872.289769	88.12129277
1871.986233	88.0249151
1871.682795	87.91540519
1871.379456	87.80485958
1871.076216	87.6944676
1870.773073	87.58422902
1870.470029	87.46632861
1870.167083	87.340684
1869.864235	87.21405272
1869.561485	87.08936904
1869.258833	86.96637882
1868.956279	86.84357057
1868.653823	86.71884951
1868.351465	86.59451858
1868.049204	86.47310839
1867.747042	86.35270254
1867.444977	86.23247213
1867.14301	86.11241689
1866.84114	85.99253657
1866.539369	85.87443883
1866.237694	85.76006998
1865.936117	85.65071356
1865.634638	85.54253635
1865.333256	85.43450817
1865.031971	85.32741258
1864.730784	85.22677484
1864.429694	85.13376152
1864.128701	85.05847171
1863.827806	84.98325692
1863.527007	84.90811706
1863.226306	84.84020937
1862.925701	84.77791381
1862.625194	84.73101417
1862.324783	84.68811926
1862.02447	84.64777034
1861.724253	84.60744991
1861.424133	84.56715796
1861.124109	84.53327725
1860.824183	84.51902832
1860.524353	84.53828919
1860.22462	84.56281184
1859.924983	84.58736992
1859.625443	84.61196344
1859.325999	84.63659243
1859.026652	84.67054494
1858.727401	84.72985137
1858.428246	84.79868021
1858.129188	84.86757813
1857.830226	84.93654521
1857.53136	85.00558151
1857.23259	85.0801781
1856.933916	85.16307573
1856.635338	85.2544911
1856.336857	85.34602162
1856.038471	85.43946485
1855.740181	85.53935608
1855.441987	85.64111489
1855.143889	85.7461035
1854.845887	85.85741855
1854.54798	85.9688799
1854.250169	86.08048773
1853.952454	86.19224224
1853.654834	86.30257982
1853.35731	86.4025427
1853.059881	86.49274699
1852.762548	86.58305375
1852.46531	86.67346311
1852.168168	86.76397519
1851.871121	86.85451072
1851.574169	86.93555044
1851.277312	87.001388
1850.980551	87.06720456
1850.683884	87.13308257
1850.387313	87.1990221
1850.090837	87.26502321
1849.794455	87.32598663
1849.498169	87.37197965
1849.201978	87.41145097
1848.905881	87.4509533
1848.609879	87.48248498
1848.313972	87.51248406
1848.01816	87.53801756
1847.722442	87.55228948
1847.426819	87.56288111
1847.131291	87.57347722
1846.835857	87.5840778
1846.540518	87.59468286
1846.245273	87.60519631
1845.950122	87.61360689
1845.655066	87.61712041
1845.360104	87.62063743
1845.065236	87.62415795
1844.770463	87.62768198
1844.475784	87.63111434
1844.181199	87.63710466
1843.886708	87.64591477
1843.592311	87.65473115
1843.298008	87.66355378
1843.003798	87.67238269
1842.709683	87.68121786
1842.415662	87.69339839
1842.121735	87.71860373
1841.827901	87.74563134
1841.534161	87.77645163
1841.240515	87.81184724
1840.946962	87.84726473
1840.653503	87.89044501
1840.360137	87.93981415
1840.066865	87.99310008
1839.773687	88.04642243
1839.480601	88.09978122
1839.18761	88.15317647
1838.894711	88.20962195
1838.601906	88.27967063
1838.309194	88.35818079
1838.016575	88.43676514
1837.724049	88.51542376
1837.431617	88.59415672
1837.139277	88.6777849
1836.847031	88.76660699
1836.554877	88.85649987
1836.262817	88.94653686
1835.970849	89.03666716
1835.678974	89.12689086
1835.387192	89.21720806
1835.095503	89.30649415
1834.803906	89.39388281
1834.512402	89.48073188
1834.22099	89.56369249
1833.929672	89.64673586
1833.638445	89.72895747
1833.347311	89.80793703
1833.05627	89.88426404
1832.765321	89.95664448
1832.474464	90.02908865
1832.1837	90.10159663
1831.893028	90.17416846
1831.602448	90.23930521
1831.31196	90.28537445
1831.021565	90.32531999
1830.731261	90.36529052
1830.44105	90.40528606
1830.15093	90.44230167
1829.860903	90.46415983
1829.570967	90.48438246
1829.281123	90.49933597
1828.991371	90.51342733
1828.701711	90.52752552
1828.412143	90.54163053
1828.122666	90.55574238
1827.833281	90.56344676
1827.543987	90.55997434
1827.254785	90.55372272
1826.965675	90.54638242
1826.676656	90.53880858
1826.387728	90.52717574
1826.098892	90.51368555
1825.810148	90.50038095
1825.521494	90.48747949
1825.232932	90.47458177
1824.944461	90.4616878
1824.656081	90.44879757
1824.367792	90.43872284
1824.079595	90.4290253
1823.791488	90.42015179
1823.503472	90.41128262
1823.215548	90.40241779
1822.927714	90.39806376
1822.639971	90.39802788
1822.352319	90.39799616
1822.064758	90.40117131
1821.777287	90.40532595
1821.489907	90.40948524
1821.202618	90.41364921
1820.91542	90.41781783
1820.628312	90.42857742
1820.341294	90.44520779
1820.054367	90.46323822
1819.767531	90.48127266
1819.480784	90.50023796
1819.194129	90.52225007
1818.907563	90.5456803
1818.621088	90.56936908
1818.334703	90.59395297
1818.048408	90.618545
1817.762203	90.64314517
1817.476089	90.66773625
1817.190064	90.69407721
1816.90413	90.72473779
1816.618285	90.75519045
1816.33253	90.78565549
1816.046866	90.81343449
1815.761291	90.83886956
1815.475806	90.86289119
1815.19041	90.88692211
1814.905105	90.90908379
1814.619889	90.93034771
1814.334762	90.95161946
1814.049726	90.97289904
1813.764778	90.99418644
1813.479921	91.01173163
1813.195152	91.02558379
1812.910474	91.03911093
1812.625884	91.05222551
1812.341384	91.06505842
1812.056973	91.07330619
1811.772652	91.08118322
1811.488419	91.08880508
1811.204276	91.09468442
1810.920222	91.10056636
1810.636257	91.10645089
1810.352381	91.11148365
1810.068594	91.11169841
1809.784896	91.10816854
1809.501287	91.1043058
1809.217767	91.10210215
1808.934336	91.1026378
1808.650993	91.1028584
1808.367739	91.10282413
1808.084574	91.10279187
1807.801498	91.10348053
1807.51851	91.10468596
1807.235611	91.10589329
1806.9528	91.10710253
1806.670078	91.10814469
1806.387444	91.1086866
1806.104899	91.10981264
1805.822442	91.11189319
1805.540073	91.11565746
1805.257793	91.12013929
1804.975601	91.12787801
1804.693497	91.13562096
1804.411481	91.14342051
1804.129554	91.15259772
1803.847714	91.16177946
1803.565963	91.17096575
1803.284299	91.18084308
1803.002724	91.19511445
1802.721236	91.20997576
1802.439837	91.22345791
1802.158525	91.23223017
1801.877301	91.24043301
1801.596164	91.24987425
1801.315116	91.25961294
1801.034155	91.26935406
1800.753282	91.27834712
1800.472496	91.2865636
1800.191798	91.29478219
1799.911187	91.3030029
1799.630664	91.31200165
1799.350228	91.32060158
1799.06988	91.32638263
1798.789619	91.32606481
1798.509445	91.32575315
1798.229359	91.32369854
1797.94936	91.3193765
1797.669448	91.31505948
1797.389623	91.31074747
1797.109885	91.30394356
1796.830234	91.29699934
1796.550671	91.28981215
1796.271194	91.279514
1795.991804	91.26451808
1795.712501	91.24896677
1795.433285	91.23199489
1795.154156	91.21500575
1794.875114	91.19776781
1794.596158	91.17670927
1794.317289	91.15565929
1794.038507	91.13461786
1793.759811	91.11358634
1793.481202	91.0925654
1793.202679	91.07155299
1792.924243	91.05054913
1792.645893	91.02508068
1792.36763	90.99723806
1792.089453	90.97515932
1791.811363	90.95402891
1791.533358	90.93290585
1791.25544	90.91271031
1790.977609	90.89293455
1790.699863	90.87316494
1790.422204	90.85340148
1790.14463	90.8354388
1789.867143	90.8177914
1789.589742	90.80014846
1789.312426	90.7819742
1789.035197	90.76243799
1788.758053	90.74587051
1788.480996	90.72764862
1788.204024	90.70943775
1787.927138	90.69238818
1787.650337	90.67782131
1787.373623	90.66326418
1787.096994	90.64871677
1786.82045	90.63410544
1786.543992	90.61933748
1786.26762	90.60457926
1785.991333	90.58869123
1785.715132	90.57283905
1785.439016	90.55330011
1785.162986	90.52876319
1784.88704	90.50351202
1784.61118	90.47827019
1784.335406	90.45190817
1784.059716	90.42548989
1783.784112	90.39908104
1783.508593	90.37268161
1783.233159	90.34303427
1782.95781	90.31237477
1782.682546	90.27823954
1782.407367	90.24124227
1782.132273	90.19806965
1781.857264	90.14616107
1781.58234	90.09057704
1781.3075	90.03503592
1781.032746	89.97615212
1780.758076	89.91478798
1780.48349	89.85347179
1780.20899	89.79220349
1779.934574	89.73008271
1779.660243	89.66472376
1779.385996	89.59941905
1779.111834	89.53139899
1778.837756	89.45691552
1778.563763	89.38073196
1778.289854	89.30330519
1778.016029	89.22589217
1777.742289	89.14798349
1777.468633	89.06787424
1777.195061	88.9878443
1776.921573	88.90789359
1776.64817	88.82802201
1776.374851	88.74877092
1776.101615	88.66986552
1775.828464	88.5945457
1775.555397	88.51983078
1775.282414	88.45186192
1775.009515	88.38625558
1774.736699	88.32264015
1774.463968	88.25908452
1774.19132	88.19944033
1773.918756	88.14064352
1773.646276	88.08188941
1773.373879	88.02317797
1773.101566	87.96516168
1772.829337	87.91184104
1772.557191	87.86061445
1772.285129	87.81568939
1772.013151	87.78510694
1771.741256	87.75474456
1771.469444	87.72856041
1771.197715	87.70368038
1770.92607	87.68193698
1770.654509	87.66394307
1770.38303	87.64596235
1770.111635	87.62799484
1769.840323	87.61004054
1769.569094	87.59488475
1769.297949	87.58302688
1769.026886	87.57787643
1768.755906	87.58866725
1768.48501	87.6050082
1768.214196	87.62373272
1767.943465	87.64607443
1767.672818	87.66892955
1767.402253	87.69310657
1767.131771	87.71729599
1766.861371	87.74149782
1766.591055	87.76571207
1766.320821	87.78996932
1766.050669	87.81631293
1765.780601	87.84640693
1765.510615	87.87565893
1765.240711	87.90668126
1764.97089	87.93773293
1764.701152	87.96951373
1764.431496	88.00267467
1764.161922	88.0331719
1763.892431	88.06259177
1763.623022	88.09202785
1763.353695	88.12148016
1763.08445	88.15094869
1762.815288	88.17947492
1762.546208	88.20458847
1762.27721	88.2210351
1762.008294	88.22811606
1761.739461	88.23292932
1761.470709	88.23627758
1761.202039	88.23782962
1760.933451	88.23808729
1760.664945	88.23638765
1760.396521	88.23469462
1760.128179	88.2330082
1759.859918	88.23132838
1759.59174	88.22965518
1759.323643	88.21981908
1759.055627	88.20938455
1758.787694	88.18480006
1758.519842	88.15872129
1758.252071	88.13225964
1757.984382	88.10198582
1757.716775	88.06799203
1757.449249	88.03402086
1757.181804	88.00006482
1756.914441	87.96612361
1756.647159	87.93219723
1756.379959	87.89828568
1756.11284	87.86302846
1755.845802	87.8213353
1755.578845	87.77257972
1755.311969	87.71488897
1755.045175	87.65724395
1754.778462	87.59806122
1754.511829	87.53516211
1754.245278	87.47005522
1753.978807	87.40472017
1753.712418	87.33944053
1753.44611	87.27421623
1753.179882	87.20904723
1752.913735	87.14237555
1752.647669	87.06979388
1752.381684	86.99517625
1752.115779	86.92289459
1751.849955	86.85067507
1751.584212	86.77846842
1751.31855	86.70599127
1751.052968	86.6320372
1750.787466	86.55564148
1750.522045	86.47931392
1750.256705	86.40305448
1749.991444	86.32686308
1749.726265	86.25073966
1749.461165	86.17349584
1749.196146	86.0955214
1748.931208	86.02491124
1748.666349	85.95652913
1748.401571	85.88820465
1748.136873	85.82092901
1747.872255	85.75572709
1747.607717	85.69083675
1747.343259	85.62574932
1747.078881	85.56071483
1746.814583	85.49573323
1746.550366	85.43106152
1746.286228	85.36973939
1746.02217	85.31242084
1745.758191	85.25709336
1745.494293	85.20343705
1745.230474	85.14981771
1744.966735	85.09650089
1744.703076	85.04452464
1744.439497	84.99715246
1744.175997	84.95190802
1743.912576	84.90669014
1743.649236	84.86149881
1743.385974	84.81633401
1743.122793	84.77141339
1742.85969	84.73379934
1742.596667	84.70395398
1742.333724	84.67384832
1742.07086	84.6437555
1741.808075	84.61367552
1741.545369	84.58359587
1741.282743	84.55404741
1741.020196	84.52886049
1740.757728	84.50368327
1740.495339	84.47851576
1740.233029	84.45335795
1739.970798	84.42794084
1739.708647	84.4055111
1739.446574	84.38391656
1739.18458	84.36297033
1738.922665	84.34222098
1738.660829	84.32148074
1738.399072	84.30046706
1738.137394	84.27830929
1737.875794	84.25443683
1737.614273	84.23006472
1737.352831	84.20570471
1737.091467	84.18135678
1736.830182	84.15702093
1736.568976	84.13212584
1736.307848	84.10408353
1736.046799	84.0709418
1735.785829	84.04036161
1735.524936	84.00979708
1735.264122	83.97924821
1735.003387	83.94767397
1734.74273	83.91349039
1734.482151	83.87505649
1734.22165	83.83664604
1733.961228	83.79825902
1733.700884	83.75965902
1733.440618	83.71861838
1733.18043	83.6766748
1732.92032	83.63248777
1732.660289	83.58648196
1732.400335	83.54049116
1732.140459	83.49453043
1731.880662	83.44831147
1731.620942	83.40112645
1731.3613	83.34904526
1731.101736	83.29679567
1730.84225	83.24458871
1730.582841	83.19242433
1730.32351	83.13818469
1730.064257	83.08229156
1729.805082	83.01888177
1729.545984	82.94461203
1729.286964	82.86587135
1729.028022	82.78721147
1728.769157	82.70863232
1728.510369	82.6281108
1728.251659	82.5461748
1727.993027	82.46074961
1727.734472	82.37541913
1727.475994	82.29018326
1727.217593	82.19425879
1726.95927	82.09440712
1726.701024	81.99468251
1726.442856	81.89148555
1726.184764	81.77449872
1725.92675	81.65768262
1725.668812	81.541037
1725.410952	81.42333218
1725.153169	81.30199102
1724.895463	81.17654007
1724.637834	81.04782932
1724.380282	80.91932696
1724.122806	80.78921839
1723.865408	80.65532668
1723.608087	80.52047222
1723.350842	80.3803254
1723.093674	80.2299941
1722.836583	80.07794345
1722.579568	79.92618655
1722.32263	79.77472283
1722.065769	79.62033233
1721.808985	79.46203367
1721.552277	79.2985187
1721.295645	79.13512504
1721.03909	78.97045724
1720.782612	78.80559658
1720.52621	78.64108719
1720.269884	78.47692832
1720.013635	78.31512191
1719.757462	78.15649258
1719.501365	77.99819386
1719.245344	77.84022504
1718.9894	77.68264671
1718.733532	77.52401254
1718.47774	77.36498119
1718.222025	77.20757144
1717.966385	77.05111099
1717.710821	76.90337957
1717.455334	76.75594966
1717.199922	76.60762685
1716.944587	76.46133643
1716.689327	76.33273615
1716.434143	76.20515864
1716.179035	76.07782842
1715.924003	75.95074497
1715.669047	75.82646778
1715.414166	75.70418997
1715.159361	75.58656905
1714.904632	75.4699762
1714.649979	75.35712711
1714.395401	75.24470602
1714.140898	75.13248607
1713.886472	75.02046685
1713.63212	74.90807236
1713.377845	74.7981783
1713.123644	74.68847613
1712.869519	74.57896551
1712.61547	74.46874693
1712.361496	74.35606921
1712.107597	74.24217638
1711.853773	74.12510707
1711.600025	73.99357255
1711.346352	73.85920601
1711.092754	73.71349377
1710.839231	73.52665187
1710.585783	73.31133548
1710.332411	73.05676921
1710.079113	72.8000972
1709.825891	72.54451155
1709.572743	72.29000678
1709.319671	72.01668961
1709.066673	71.73174018
1708.81375	71.431285
1708.560902	71.06356435
1708.308129	70.67616254
1708.055431	70.29109051
1707.802807	69.90833308
1707.550258	69.52787514
1707.297784	69.065087
1707.045384	68.5668714
1706.793059	68.07248293
1706.540809	67.58189063
1706.288633	67.08552241
1706.036532	66.54158341
1705.784505	65.99709154
1705.532553	65.39232843
1705.280675	64.77074314
1705.028871	64.150635
1704.777142	63.48195956
1704.525487	62.73842163
1704.273907	61.94017514
1704.0224	61.07219702
1703.770968	60.20036595
1703.51961	59.34215478
1703.268326	58.49733591
1703.017117	57.62447759
1702.765981	56.74960315
1702.51492	55.83252983
1702.263932	54.86589828
1702.013019	53.91650673
1701.762179	52.98403789
1701.511414	52.06818048
1701.260722	51.15760455
1701.010104	50.20121531
1700.75956	49.23651014
1700.50909	48.29125586
