v	B
2438.492148	55.89983858
2437.977293	55.96818858
2437.462655	56.03667161
2436.948234	56.10777323
2436.43403	56.20420787
2435.920043	56.3008616
2435.406273	56.39773502
2434.89272	56.49482878
2434.379383	56.59455706
2433.866263	56.71708642
2433.353359	56.86101387
2432.840671	57.09114156
2432.328199	57.35189975
2431.815943	57.61399444
2431.303903	57.89236957
2430.792078	58.18356304
2430.280469	58.48176427
2429.769075	58.78372717
2429.257896	59.08731675
2428.746932	59.39254204
2428.236183	59.69941214
2427.725649	60.01367949
2427.215329	60.33795631
2426.705224	60.6811173
2426.195334	61.04208896
2425.685657	61.40737747
2425.176195	61.77492099
2424.666947	62.14473388
2424.157912	62.51265164
2423.649091	62.87486271
2423.140484	63.23928072
2422.63209	63.60591972
2422.12391	63.97479382
2421.615942	64.34575131
2421.108188	64.70564894
2420.600646	65.04068469
2420.093317	65.32174305
2419.586201	65.58959372
2419.079297	65.84847202
2418.572606	66.06764902
2418.066127	66.28791127
2417.55986	66.49393086
2417.053805	66.70054496
2416.547962	66.90819045
2416.04233	67.11687214
2415.53691	67.32659486
2415.031701	67.52167881
2414.526704	67.6712882
2414.021918	67.69214724
2413.517343	67.69147953
2413.012978	67.67517454
2412.508825	67.65900266
2412.004882	67.64296358
2411.501149	67.61594786
2410.997627	67.58167327
2410.494316	67.54754661
2409.991214	67.51356752
2409.488322	67.47973567
2408.98564	67.44605068
2408.483168	67.34687461
2407.980905	67.12328825
2407.478852	66.76130733
2406.977008	66.36964732
2406.475373	65.91603142
2405.973948	65.45331244
2405.472731	64.98676184
2404.971723	64.49722309
2404.470924	64.01214846
2403.970333	63.53148953
2403.46995	63.05519853
2402.969776	62.58322822
2402.46981	62.07819771
2401.970052	61.4087499
2401.470502	60.58240153
2400.97116	59.75651112
2400.472025	58.90429449
2399.973097	58.06468475
2399.474377	57.23749097
2398.975865	56.37714746
2398.477559	55.52232234
2397.97946	54.6805888
2397.481569	53.85174451
2396.983884	53.03559028
2396.486405	52.22174029
2395.989133	51.3144593
2395.492067	50.25277607
2394.995208	49.14762344
2394.498554	48.01180766
2394.002107	46.85163268
2393.505865	45.7205181
2393.009829	44.59493146
2392.513998	43.47398939
2392.018373	42.38186417
2391.522954	41.31780165
2391.027739	40.28106775
2390.53273	39.26982203
2390.037925	38.23759468
2389.543325	37.13822579
2389.04893	36.02565417
2388.554739	34.94628101
2388.060753	33.89189611
2387.566971	32.86994795
2387.073394	31.87877066
2386.58002	30.91297088
2386.08685	29.97695745
2385.593884	29.06979471
2385.101122	28.19057693
2384.608563	27.33842732
2384.116207	26.53197179
2383.624055	25.77814194
2383.132106	25.16220543
2382.64036	24.59120889
2382.148817	24.12168067
2381.657476	23.67884524
2381.166339	23.24725171
2380.675404	22.85909671
2380.184671	22.49174511
2379.69414	22.13321856
2379.203812	21.78330844
2378.713686	21.44181123
2378.223761	21.15398083
2377.734038	20.95428405
2377.244517	20.94447675
2376.755198	20.99179692
2376.26608	21.04063528
2375.777163	21.13695714
2375.288447	21.23596594
2374.799932	21.35451063
2374.311619	21.50622964
2373.823506	21.65935789
2373.335593	21.81391007
2372.847881	21.96990101
2372.36037	22.15016379
2371.873059	22.34409577
2371.385948	22.58906806
2370.899037	22.96398201
2370.412326	23.37232682
2369.925814	23.81049637
2369.439503	24.2730068
2368.953391	24.74508972
2368.467478	25.24058323
2367.981765	25.74660915
2367.496251	26.26330024
2367.010936	26.79089146
2366.525819	27.32684737
2366.040902	27.87403644
2365.556183	28.43628898
2365.071663	28.97473369
2364.587342	29.5209504
2364.103218	30.07761664
2363.619293	30.64034782
2363.135566	31.21289157
2362.652037	31.78691589
2362.168706	32.36587772
2361.685572	32.95563931
2361.202636	33.55640653
2360.719897	34.16214697
2360.237356	34.77040271
2359.755012	35.38983457
2359.272865	35.96024242
2358.790916	36.43728348
2358.309163	36.8956725
2357.827606	37.35515539
2357.346247	37.80751652
2356.865083	38.26161394
2356.384117	38.7093439
2355.903346	39.16248105
2355.422772	39.62109243
2354.942394	40.08354575
2354.462211	40.54753991
2353.982225	40.99593082
2353.502434	41.44254971
2353.022838	41.83008963
2352.543438	42.21680359
2352.064233	42.60716474
2351.585224	42.99127042
2351.106409	43.37480903
2350.62779	43.75489605
2350.149365	44.13738019
2349.671135	44.52327026
2349.1931	44.91179465
2348.715259	45.30001892
2348.237612	45.69164002
2347.76016	46.08668807
2347.282902	46.46510456
2346.805838	46.82279197
2346.328967	47.1826415
2345.852291	47.54422131
2345.375808	47.90203539
2344.899518	48.25880403
2344.423422	48.61451322
2343.94752	48.97294392
2343.47181	49.33313016
2342.996294	49.67938304
2342.52097	50.0183435
2342.045839	50.35225422
2341.570901	50.68021153
2341.096156	50.99062054
2340.621603	51.30195415
2340.147242	51.61520673
2339.673074	51.92525653
2339.199098	52.23173854
2338.725313	52.5284878
2338.251721	52.82697301
2337.77832	53.12720457
2337.305111	53.4033599
2336.832094	53.67923314
2336.359268	53.95662534
2335.886633	54.23386857
2335.414189	54.40098102
2334.941937	54.51495295
2334.469875	54.62940958
2333.998005	54.74409934
2333.526325	54.84365672
2333.054835	54.93141434
2332.583537	55.01561024
2332.112428	55.10012805
2331.64151	55.16743279
2331.170782	55.22374865
2330.700244	55.24850901
2330.229896	55.27348431
2329.759737	55.2621687
2329.289769	55.19224526
2328.819989	55.11438297
2328.3504	55.03674074
2327.880999	54.95099726
2327.411788	54.85072664
2326.942766	54.74330287
2326.473933	54.63610737
2326.005289	54.52515289
2325.536834	54.41267149
2325.068567	54.30044309
2324.600489	54.18846708
2324.1326	54.07085024
2323.664898	53.92786536
2323.197385	53.76801702
2322.73006	53.60875422
2322.262923	53.45007452
2321.795974	53.28465149
2321.329212	53.11567548
2320.862638	52.94732729
2320.396252	52.78332931
2319.930053	52.62273902
2319.464041	52.47201792
2318.998217	52.32414861
2318.532579	52.17683988
2318.067129	52.05361
2317.601865	51.95026312
2317.136788	51.85181461
2316.671898	51.75359348
2316.207194	51.65880847
2315.742677	51.5754521
2315.278346	51.49476842
2314.814201	51.4188568
2314.350242	51.34876301
2313.886469	51.27881726
2313.422882	51.20901923
2312.959481	51.13936859
2312.496265	51.11411919
2312.033235	51.15070923
2311.57039	51.22092692
2311.10773	51.29137907
2310.645256	51.36206636
2310.182967	51.45079869
2309.720862	51.55414526
2309.258943	51.66065911
2308.797208	51.77341536
2308.335658	51.89067686
2307.874292	52.01410097
2307.41311	52.13784186
2306.952113	52.26532327
2306.4913	52.41111707
2306.030672	52.57428662
2305.570227	52.74273446
2305.109966	52.91180435
2304.649888	53.08304277
2304.189994	53.2697645
2303.730284	53.45913986
2303.270757	53.65294654
2302.811414	53.84751405
2302.352254	54.04284552
2301.893276	54.2389441
2301.434482	54.4363183
2300.97587	54.60769047
2300.517442	54.76057165
2300.059196	54.89697257
2299.601132	55.03376683
2299.143251	55.17095565
2298.685552	55.29948654
2298.228035	55.42189768
2297.770701	55.54123647
2297.313548	55.66078796
2296.856577	55.77852247
2296.399788	55.89653853
2295.943181	56.01483687
2295.486755	56.12119881
2295.030511	56.21023684
2294.574448	56.27361063
2294.118566	56.32830246
2293.662865	56.38312567
2293.207346	56.43480927
2292.752007	56.45892393
2292.296849	56.4740144
2291.841871	56.48879305
2291.387075	56.50361341
2290.932458	56.51847554
2290.478023	56.53317037
2290.023767	56.53534224
2289.569691	56.54010732
2289.115796	56.54267854
2288.66208	56.54208261
2288.208544	56.54151936
2287.755188	56.54098881
2287.302012	56.53269798
2286.849015	56.51761983
2286.396198	56.50184031
2285.943559	56.47886233
2285.4911	56.45202724
2285.03882	56.42522521
2284.586719	56.39845622
2284.134797	56.39223879
2283.683054	56.39667609
2283.231489	56.41675835
2282.780103	56.44518918
2282.328895	56.47374672
2281.877866	56.50528512
2281.427014	56.55665531
2280.976341	56.61040625
2280.525846	56.66427673
2280.075529	56.71826704
2279.62539	56.77237744
2279.175428	56.82837845
2278.725644	56.8882594
2278.276038	56.94922077
2277.826608	57.01298301
2277.377357	57.08119953
2276.928282	57.14975693
2276.479384	57.218811
2276.030664	57.29860155
2275.58212	57.38174251
2275.133753	57.46470077
2274.685562	57.54672167
2274.237548	57.62899522
2273.789711	57.71152217
2273.34205	57.7943033
2272.894565	57.82626238
2272.447256	57.85328397
2272.000124	57.84922088
2271.553167	57.82412698
2271.106386	57.79916803
2270.659781	57.75075989
2270.213351	57.66169538
2269.767097	57.5676058
2269.321018	57.47374271
2268.875115	57.38010548
2268.429387	57.2687091
2267.983834	57.10625329
2267.538456	56.84037133
2267.093252	56.4563355
2266.648224	56.05583931
2266.20337	55.59121893
2265.758691	55.12192815
2265.314186	54.62567327
2264.869856	54.05663839
2264.4257	53.45848522
2263.981718	52.79599373
2263.53791	52.13267502
2263.094277	51.47805637
2262.650817	50.83201827
2262.20753	50.17259431
2261.764418	49.40973794
2261.321479	48.65975775
2260.878713	47.87253977
2260.436121	47.06693388
2259.993702	46.26480828
2259.551456	45.4056145
2259.109384	44.53972266
2258.667484	43.68140769
2258.225757	42.84030154
2257.784203	42.01604718
2257.342821	41.21938089
2256.901612	40.44015711
2256.460575	39.68490618
2256.019711	38.95730763
2255.579019	38.24785235
2255.138499	37.56890297
2254.698151	36.91014227
2254.257976	36.28307842
2253.817971	35.67774138
2253.378139	35.13627985
2252.938478	34.63279465
2252.498989	34.13910852
2252.059671	33.6550028
2251.620525	33.18026415
2251.18155	32.77438091
2250.742746	32.4602454
2250.304113	32.15239209
2249.865651	31.9207571
2249.427359	31.75861702
2248.989239	31.6879008
2248.551289	31.6773156
2248.11351	31.70712016
2247.675901	31.77081868
2247.238462	31.83591367
2246.801194	31.95632877
2246.364096	32.13344446
2245.927167	32.31955844
2245.490409	32.76643081
2245.053821	33.23199156
2244.617402	33.74290353
2244.181153	34.33237125
2243.745074	35.01332009
2243.309163	35.76601745
2242.873423	36.55971843
2242.437851	37.49340461
2242.002449	38.4523657
2241.567216	39.43640307
2241.132151	40.4461868
2240.697256	41.4824053
2240.262529	42.54415818
2239.827971	43.63282406
2239.393582	44.75027785
2238.959361	45.90034551
2238.525308	47.04689241
2238.091423	48.21355895
2237.657707	49.40265438
2237.224159	50.61254227
2236.790779	51.83965751
2236.357566	53.08684419
2235.924522	54.28622933
2235.491645	55.51499993
2235.058935	56.7078668
2234.626394	57.71801301
2234.194019	58.74805288
2233.761812	59.77034706
2233.329772	60.71199544
2232.897899	61.60913459
2232.466193	62.4661312
2232.034654	63.25690238
2231.603282	63.97953844
2231.172076	64.70268883
2230.741037	65.43505319
2230.310165	66.17675995
2229.879459	66.92793946
2229.448919	67.52959576
2229.018546	68.12147492
2228.588339	68.71408837
2228.158297	69.22682074
2227.728422	69.64563761
2227.298712	70.03004595
2226.869169	70.39943136
2226.439791	70.75682225
2226.010578	71.08067872
2225.581531	71.36774676
2225.152649	71.64264797
2224.723933	71.91885574
2224.295381	72.11246643
2223.866995	72.22540516
2223.438774	72.33898626
2223.010717	72.4193959
2222.582826	72.45276308
2222.155099	72.46304428
2221.727537	72.44853547
2221.300139	72.41748109
2220.872905	72.37427233
2220.445836	72.32645273
2220.018931	72.27875679
2219.592191	72.23118435
2219.165614	72.18436485
2218.739201	72.14096986
2218.312952	72.09768331
2217.886867	72.05357322
2217.460946	72.00840993
2217.035188	71.97602687
2216.609593	71.95166696
2216.184162	71.92782887
2215.758894	71.90582469
2215.333789	71.89613841
2214.908848	71.89149727
2214.484069	71.88695349
2214.059453	71.88250705
2213.635	71.9517548
2213.21071	72.04360024
2212.786582	72.13668161
2212.362617	72.25025005
2211.938815	72.38149171
2211.515174	72.53730092
2211.091696	72.70344156
2210.66838	72.87015698
2210.245227	73.04476551
2209.822235	73.22497741
2209.399405	73.40567564
2208.976736	73.58686158
2208.55423	73.77774002
2208.131885	73.9824761
2207.709701	74.18798817
2207.287679	74.40219186
2206.865819	74.62335166
2206.444119	74.84536224
2206.022581	75.06896757
2205.601203	75.29330498
2205.179987	75.51824271
2204.758931	75.73073954
2204.338037	75.94377096
2203.917303	76.15749907
2203.496729	76.37034828
2203.076316	76.51483606
2202.656063	76.65969634
2202.235971	76.80707215
2201.816039	76.94456469
2201.396267	77.07122926
2200.976655	77.16938543
2200.557203	77.26251001
2200.13791	77.35578789
2199.718778	77.44261665
2199.299805	77.52192002
2198.880992	77.60134335
2198.462338	77.68088682
2198.043844	77.73184677
2197.625509	77.76810499
2197.207333	77.80070864
2196.789316	77.82917454
2196.371458	77.84221824
2195.953759	77.83956156
2195.536219	77.82657643
2195.118838	77.81365595
2194.701616	77.7945609
2194.284552	77.76417943
2193.867646	77.73304834
2193.450899	77.70198505
2193.03431	77.66984968
2192.61788	77.63489215
2192.201607	77.59178541
2191.785493	77.54437443
2191.369536	77.49389111
2190.953738	77.4391722
2190.538097	77.36973068
2190.122614	77.3003635
2189.707288	77.23107059
2189.29212	77.16197533
2188.877109	77.09320035
2188.462256	77.02449883
2188.047559	76.9558707
2187.63302	76.90327695
2187.218638	76.84432249
2186.804413	76.77839823
2186.390345	76.71339328
2185.976434	76.6519243
2185.562679	76.59223371
2185.149081	76.5337363
2184.735639	76.47258765
2184.322354	76.4020523
2183.909225	76.33101057
2183.496252	76.25988629
2183.083436	76.188861
2182.670775	76.10727548
2182.258271	76.01351015
2181.845922	75.91502652
2181.43373	75.8167227
2181.021693	75.71704278
2180.609811	75.60823164
2180.198085	75.48895302
2179.786515	75.36990837
2179.3751	75.25109716
2178.96384	75.13088227
2178.552735	75.00453873
2178.141786	74.87844854
2177.730991	74.74681485
2177.320352	74.58574998
2176.909867	74.42697469
2176.499537	74.26856849
2176.089362	74.10804956
2175.679341	73.93929079
2175.269475	73.75828311
2174.859763	73.57105052
2174.450205	73.38780771
2174.040802	73.20569029
2173.631553	73.01895998
2173.222457	72.8298672
2172.813516	72.64128346
2172.404729	72.43596483
2171.996095	72.23323367
2171.587616	72.03114478
2171.179289	71.82969592
2170.771117	71.62701461
2170.363097	71.4246538
2169.955231	71.22211616
2169.547519	71.02023071
2169.139959	70.81899477
2168.732553	70.6187173
2168.3253	70.42291795
2167.918199	70.22773916
2167.511251	70.04538452
2167.104457	69.88680489
2166.697814	69.72862423
2166.291325	69.57084146
2165.884988	69.41680833
2165.478803	69.27479217
2165.072771	69.14800297
2164.66689	69.03660877
2164.261162	68.93026431
2163.855586	68.82412814
2163.450163	68.72597947
2163.04489	68.63547791
2162.63977	68.54984759
2162.234802	68.54546481
2161.829985	68.54142269
2161.425319	68.53748477
2161.020806	68.53420227
2160.616443	68.55768398
2160.212232	68.59665969
2159.808172	68.65399572
2159.404263	68.71325345
2159.000505	68.77261981
2158.596898	68.83209498
2158.193442	68.90068266
2157.790137	68.96990848
2157.386983	69.04931584
2156.983979	69.13369644
2156.581125	69.21824798
2156.178423	69.30297082
2155.77587	69.38812196
2155.373468	69.47607325
2154.971216	69.56480446
2154.569114	69.65361034
2154.167162	69.74257992
2153.76536	69.83171353
2153.363708	69.91792631
2152.962206	69.99927962
2152.560853	70.05869969
2152.15965	70.07200979
2151.758596	70.08539789
2151.357692	70.09886397
2150.956938	70.1095211
2150.556332	70.10265387
2150.155876	70.08204958
2149.755569	70.04547334
2149.355411	70.0051302
2148.955402	69.96484939
2148.555542	69.92463079
2148.15583	69.87196
2147.756267	69.81517888
2147.356853	69.73000121
2146.957588	69.64225797
2146.55847	69.5546857
2146.159502	69.46728403
2145.760681	69.37532458
2145.362009	69.26302082
2144.963485	69.13375005
2144.565108	68.99574363
2144.16688	68.85806256
2143.7688	68.72070603
2143.370867	68.58313671
2142.973082	68.44320074
2142.575445	68.32363103
2142.177955	68.22034025
2141.780613	68.11727755
2141.383418	68.01162746
2140.98637	67.89880919
2140.58947	67.79110865
2140.192717	67.68466194
2139.796111	67.58940014
2139.399651	67.49869163
2139.003339	67.40816445
2138.607173	67.31781819
2138.211154	67.23515525
2137.815282	67.16052387
2137.419557	67.11741086
2137.023977	67.07450283
2136.628545	67.03179961
2136.233258	66.98930102
2135.838118	66.95074016
2135.443124	66.92716647
2135.048276	66.90305831
2134.653574	66.88176251
2134.259018	66.86062175
2133.864607	66.83963598
2133.470343	66.81620997
2133.076224	66.78218092
2132.682251	66.6668007
2132.288423	66.53825914
2131.894741	66.41032128
2131.501204	66.26847834
2131.107812	66.12556169
2130.714565	65.96368796
2130.321464	65.79627666
2129.928507	65.60407923
2129.535696	65.39737668
2129.143029	65.1916577
2128.750507	64.98408699
2128.35813	64.72301871
2127.965898	64.38891776
2127.57381	63.97167899
2127.181866	63.5578281
2126.790067	63.14733356
2126.398412	62.74016414
2126.006901	62.31059225
2125.615535	61.75580943
2125.224313	61.19719446
2124.833234	60.58020154
2124.4423	59.97018602
2124.051509	59.36706153
2123.660862	58.72157936
2123.270359	58.01470009
2122.879999	57.10605935
2122.489783	56.21403778
2122.09971	55.30495766
2121.709781	54.38046477
2121.319994	53.4729203
2120.930351	52.52030284
2120.540852	51.57615889
2120.151495	50.63061867
2119.762281	49.68669734
2119.37321	48.76123062
2118.984282	47.83917485
2118.595496	46.9277279
2118.206853	46.01755427
2117.818353	45.1205204
2117.429995	44.24187836
2117.04178	43.38123228
2116.653707	42.53819521
2116.265776	41.77426935
2115.877987	41.08425684
2115.490341	40.40869617
2115.102836	39.8038562
2114.715474	39.21185853
2114.328253	38.67088483
2113.941174	38.15624664
2113.554237	37.82041093
2113.167441	37.71067372
2112.780787	37.61818645
2112.394275	37.62284386
2112.007903	37.6311379
2111.621673	37.65187461
2111.235585	37.81548112
2110.849637	37.99016044
2110.463831	38.21292084
2110.078165	38.49711211
2109.692641	38.83890799
2109.307257	39.22370943
2108.922014	39.63821524
2108.536912	40.28133546
2108.151951	40.95508747
2107.76713	41.64346532
2107.382449	42.34683212
2106.997909	43.07929234
2106.613509	43.95415526
2106.229249	44.89427986
2105.84513	45.85593835
2105.461151	46.86150803
2105.077311	47.9073678
2104.693612	48.9946644
2104.310052	50.10841124
2103.926632	51.20558956
2103.543352	52.29897181
2103.160212	53.43185479
2102.777211	54.59574312
2102.394349	55.78612914
2102.011627	56.99603992
2101.629044	58.1910452
2101.246601	59.41036025
2100.864296	60.63163176
2100.482131	61.81185122
2100.100105	62.97844468
2099.718218	64.1682337
2099.336469	65.34087105
2098.954859	66.31993371
2098.573388	67.3140785
2098.192056	68.32354371
2097.810862	69.34857148
2097.429807	70.28241031
2097.04889	71.09837811
2096.668111	71.8850993
2096.287471	72.68228617
2095.906969	73.39827563
2095.526605	74.03756983
2095.146379	74.68403933
2094.766291	75.33766226
2094.386341	75.69437407
2094.006529	75.94852414
2093.626854	76.12906122
2093.247317	76.31059527
2092.867918	76.49313172
2092.488656	76.63905955
2092.109531	76.71644109
2091.730544	76.7922001
2091.351694	76.8517559
2090.972982	76.82873856
2090.594406	76.80587125
2090.215968	76.78315387
2089.837667	76.74115353
2089.459502	76.64621816
2089.081474	76.55145332
2088.703583	76.45685873
2088.325829	76.36184422
2087.948212	76.26412891
2087.570731	76.15986181
2087.193386	76.0551638
2086.816178	75.95066037
2086.439106	75.84946624
2086.06217	75.75189604
2085.685371	75.65450299
2085.308707	75.56131489
2084.93218	75.51823099
2084.555789	75.49534314
2084.179533	75.47291857
2083.803413	75.45059692
2083.427429	75.42837806
2083.051581	75.42366058
2082.675868	75.43569301
2082.300291	75.44801111
2081.924849	75.46998747
2081.549543	75.50303905
2081.174372	75.5361359
2080.799336	75.56927805
2080.424435	75.59305091
2080.049669	75.61759412
2079.675038	75.64272638
2079.300542	75.66557725
2078.926181	75.64435305
2078.551955	75.61976883
2078.177864	75.58370443
2077.803907	75.53963816
2077.430085	75.47783365
2077.056397	75.38717008
2076.682843	75.28286304
2076.309424	75.17904394
2075.936139	74.9948299
2075.562989	74.63462113
2075.189972	74.22564893
2074.81709	73.81971469
2074.444341	73.41679223
2074.071727	73.01078037
2073.699246	72.56837122
2073.326899	72.08479072
2072.954686	71.57446184
2072.582606	71.04485818
2072.21066	70.46250417
2071.838848	69.88539531
2071.467168	69.31348054
2071.095623	68.62766984
2070.72421	67.90174871
2070.35293	67.17443816
2069.981784	66.44356478
2069.610771	65.71548793
2069.239891	64.97060124
2068.869143	64.2155419
2068.498529	63.44885125
2068.128047	62.68087012
2067.757698	61.91484603
2067.387481	61.15172033
2067.017397	60.39856165
2066.647446	59.71825626
2066.277627	59.08465713
2065.90794	58.46242495
2065.538385	57.8480656
2065.168963	57.24147309
2064.799673	56.6542032
2064.430515	56.09402449
2064.061489	55.59748903
2063.692594	55.13566839
2063.323832	54.67909412
2062.955201	54.29608852
2062.586702	53.91851824
2062.218335	53.57443056
2061.850099	53.38962151
2061.481995	53.25147616
2061.114022	53.17038436
2060.746181	53.16800247
2060.37847	53.16845537
2060.010891	53.24443849
2059.643443	53.38255291
2059.276126	53.6161941
2058.908941	53.85230011
2058.541886	54.12864126
2058.174962	54.45772547
2057.808168	54.79909909
2057.441506	55.43589139
2057.074974	56.1403965
2056.708572	56.91471323
2056.342301	57.70065708
2055.976161	58.49841541
2055.610151	59.3355086
2055.244271	60.20749573
2054.878521	61.15483437
2054.512902	62.11753167
2054.147413	63.09584413
2053.782053	64.09722623
2053.416824	65.11591433
